indpro,traf,aqi
1.5600893194330692,22.362915,36.646045350777285
1.8276073163439415,22.316763,37.89517112377678
1.2718430585773999,22.40176,38.41397891704996
1.0663369445715494,22.47462,38.00899383883704
1.1244070009777007,22.590065,38.00211360076049
1.9562742892628306,22.725199,39.1532497883676
1.191180982632492,22.793041,36.33923341121188
1.5750706200583513,22.987848,36.576983579338645
1.2090223560549025,23.062277,37.4137797710715
1.8001008393069977,23.217627,36.44102229432297
1.1094846393417224,23.326643,35.58361695398876
1.3123712731522348,23.429083,35.31205417364878
1.436707755764214,23.422499,36.89621863963674
1.2496419661212375,23.415514,35.952953366588105
1.6027055593125805,23.423458,35.38920425622588
1.4880467368458992,23.467175,35.42102769736133
1.4940335100999937,23.380238,36.18828718415732
1.322977772991408,23.402319,37.13938498067555
1.2086385175006167,23.31752,36.34585371897244
1.651044518357041,23.337774,37.62762370872852
1.547086420800552,23.278374,36.29016848403178
1.7869828238566827,23.241426,36.498555601820875
1.0842724321674373,23.22174,36.971094758860666
1.339722446001863,23.239334,37.410477842722486
1.5787377643319416,23.19071,36.82429279667551
1.3928874238942344,23.20857,37.05428883353825
1.543786603730544,23.252491,37.85765672972507
1.9132790584596084,23.169744,38.21429649709036
1.8587358949632249,23.165438,36.06804935812683
1.7798758724713588,23.130146,36.50362900459547
1.5277279605683984,23.02978,38.12809203872978
1.3532043931877342,22.87619,37.73749259483041
1.1537852421557653,22.841934,36.33717016519414
1.2393230014819139,22.679865,35.62181252116127
1.8424808957341212,22.584253,35.893137048174935
1.3693242593521986,22.466854,36.090538673013604
1.2673021742470616,22.362326,36.010469883020946
1.243398402326871,22.298656,35.77930118286449
1.1625378339035422,22.296473,36.68439234834138
1.6084153208277732,22.326223,35.99612509673553
1.1397363406658771,22.332254,37.132230428551544
1.7210120157694062,22.418741,37.69586435947051
1.1717179140641254,22.500303,38.00698527032081
1.8223084796538802,22.65785,37.761223875599654
1.0741902073533343,22.797468,36.80827530604058
1.404058542593082,22.918276,38.40314983523409
1.1752954432810339,23.097164,36.390847846667526
1.9735835841369442,23.20128,37.872044646182864
1.7386061823261931,23.264915,37.0573657471748
1.8336583154762307,23.359047,37.12619701680746
1.212188230318183,23.387148,36.28224370852217
1.9921649078012702,23.460485,36.24799873930329
1.154936709855941,23.483109,35.6376949938531
1.0921701243798292,23.452005,36.11953661558257
1.3206612349156357,23.463215,35.802461019335794
1.3745841474481826,23.40926,35.54609341818231
1.080779772714087,23.38296,37.18950672677766
1.8129402318166543,23.324104,35.423784243254396
1.0447750249931453,23.291597,37.196341177350824
1.8100995442338355,23.213715,36.23422949127509
1.8474070807366916,23.264574,37.37495786623306
1.8542419005568966,23.251266,37.27823902880616
1.4011087046987458,23.284184,36.48046818449755
1.0562885243424804,23.192053,37.86258059360794
1.0849839254153852,23.236233,37.186224885125455
1.3744114629960897,23.159561,36.821620763724155
1.329959061225459,23.150974,37.15780206001938
1.1420850265340121,23.128658,36.447771136277964
1.5125491931799813,23.048225,38.120177161607955
1.1304435645941284,22.893139,36.608388196797044
1.5876924972814677,22.848747,36.94054954620429
1.2733055800085888,22.691349,37.11110798413294
1.452716565029784,22.622782,37.448622479261324
1.4534623284302466,22.440184,36.90013598441758
1.609947564757643,22.38829,36.95097515586364
1.7865889901093877,22.30208,36.842101599134175
1.5831161154986741,22.339808,36.77037217641533
1.5848908011690244,22.299639,36.62388596332652
1.5317567348503505,22.400467,36.60003687346846
1.6918595732065236,22.396772,36.75798775298559
1.1430926142328528,22.571474,38.70899878754217
1.0017110466579244,22.658636,37.592406827886904
1.3398736598456418,22.740532,37.29027853674667
1.1900212159942314,22.92199,39.29870178928895
1.2229550077384155,23.043514,38.571906687566724
1.8613642909151704,23.140688,39.35161227718481
1.5266372784266804,23.242996,36.13916457868987
1.705950849234136,23.34244,36.28931056347625
1.6757445262280237,23.472973,37.46536439162335
1.5485818327154757,23.497717,36.14596920351852
1.110367984726044,23.463116,37.27723830232306
1.8293151459715062,23.48006,35.92621328499699
1.5255799837766197,23.401394,35.4675259716758
1.7472606922883909,23.381334,35.96087892464261
1.3662052019221935,23.366556,35.31568171164388
1.4387581526023738,23.293596,36.54325869177493
1.9790694661859085,23.285963,35.42353426046242
1.8226040644932269,23.261726,36.73713772702135
1.0637078634544777,23.257866,37.38058409001294
1.5420289511071252,23.283297,36.90095971166104
1.5512850927241013,23.175528,38.22262652335804
1.622739067430532,23.1585,38.39042533144112
1.7820468371815323,23.220198,37.94976149171585
1.6977738394179696,23.280315,38.34478892673535
1.722229573327951,23.282522,38.26899026355164
1.9617771525958974,23.329123,37.10829109986349
1.9477180350207637,23.369284,38.15100379234313
1.5588534974928803,23.465277,37.44804279508048
1.7619050594690757,23.490816,37.630254490551806
1.5769528036299651,23.447433,35.586973521288506
1.8442523741928822,23.544535,35.54634284777914
1.7614308846664524,23.509186,35.65989516566534
1.727066651054904,23.480785,35.497052399582124
1.4946591695392306,23.325247,35.33212280521325
1.1476831166132024,23.302446,36.595651773299636
1.6846170281925454,23.107193,36.066870229658
1.4151430371166362,23.001425,35.37958161241342
1.4218364882207668,22.885221,35.28070936691073
1.0877958883125753,22.67474,35.077328113363315
1.8296863900515232,22.575445,36.29478439903424
1.3248316726506748,22.479704,37.31168800542787
1.5833200389105277,22.427324,38.4175728432947
1.0587115979874908,22.345394,36.30224729249743
